text,target
한 달 동안 친구들을 못 만났는데 이번 기회에 친구들을 만나 봐야 겠어.,happiness
이번에 새로 산 노트북이 오늘 도착했어.,happiness
너의 말대로 여행을 다녀 오는 것도 의미가 있을 거 같아.,happiness
할 게 너무 많아. 영화도 다운 받아야 되고 프로젝트도 해야돼.,happiness
그런 보험 있으면 당연히 가입해야지.,happiness
나 너무 우울해.,sadness
상사놈이 집에도 안 가고 계속 내 옆에서 짜증내고 있어. 미친놈이지.,angry
코로나 때문에 재택근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness
그런 놈은 욕 먹고 싶어서 그러는 것 같애. 꼭 나한테만 그래.,angry
집 안에만 있어서 그런지 기력도 없고 몸이 계속 쳐져.,sadness
난 스트레스를 확 날려 줄 음악이 필요해.,angry
기분 좋은 음악을 듣는 게 좋을 거 같아.,sadness
날 위해서 영화랑 노래도 찾아주고 정말 고마워.,sadness
"나도 그 짭새가 몰려든 게 궁금해갖고, 구경 갔었어.",neutral
아니. 요즘 다 왜 이러는 거야? 정말 이해가 안 돼.,angry
구경도 못하게 바리케이드를 쳐놨더라고.,neutral
내가 좋아하는 유튜버가 뒷 광고를 했다고 사과하는 영상을 올렸어.,angry
내가 정말 믿었던 유튜버인데 뒷 광고를 했다고 하니까 너무 속상하고 실망스러워.,angry
영상을 봤는데 사과라기보다는 자기 변명만 하고 있어서 더 화가 났어.,angry
짭새 구경 갔다가 우산도 잃어버리고 왔어.,neutral
나 지금 너무 화가 나는데 내 마음을 진정시켜줄 영상이 있어?,angry
요즘 환절기라서 비염 빼고 나면 다 괜찮아.,neutral
나도 그게 궁금해서. 쫓아갔다 왔지.,neutral
아니 아까 해피를 산책시키다가 깜짝 놀랐어.,surprise
내가 얼른 달려가서 해피를 안고 왔기 때문에 다행히 아무 일도 없었어.,surprise
해피가 갑자기 달려오니까 주변 사람들이 엄청 놀랐지.,surprise
집에 와서 쉬고 나니까 마음이 좀 진정되었어.,surprise
나 축하해줘. 기분 좋은 일이 생겼어.,happiness
내가 10km 마라톤 대회에 출전했는데 거기서 예전 내 기록을 갱신했어.,happiness
"달리는 동안에는 엄청 힘들었는데, 결승선을 통과하는 순간 기분이 엄청 좋았어.",happiness
드디어 구매한 노트북이 왔어.,happiness
함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줘.,happiness
나 요즘 주식을 시작했어.,sadness
전자 종목이 오를 거라고 해서 전자 종목을 구입했어.,sadness
시간이 지나도 주식이 오르지 않고 떨어지고 있어서 너무 속상해.,sadness
시간을 가지고 지켜보다보면 떨어진 주식도 오르겠지?,sadness
쓰레기통에서 역겨운 냄새가 나.,disgust
내가 버린 음식물 쓰레기가 상해서 냄새가 나는 거야.,disgust
너무 냄새가 심해서 버리려고 밖에다 빼 놨어.,disgust
냄새를 방향제로 처리하는 게 가장 좋을 거 같아.,disgust
청소하기 힘들어도 내가 벌인 일이니까 얼른 처리해야지.,disgust
노트북을 200만 원 짜리 구입했는데 도착하니까 기분이 너무 좋아.,happiness
너의 말대로 제품에 문제가 없는지 꼼꼼히 살펴 볼게.,happiness
노트북을 사용해서 만화 작업을 할 거야.,happiness
노트북을 오래 사용할 수 있도록 보험에 가입 해 봐야 겠어.,happiness
나 갇히게 된 거 같아서 너무 무서워.,fear
나 혼자 집 안에 갇히게 됐어.,fear
내가 잠을 자는 동안에 비가 너무 많이 내려서 우리 동네가 고립되면서 갇히게 됐어.,fear
집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,fear
집 안으로 물이 들어오지는 않았는데 물이 들어올까 봐 걱정이야.,fear
나 어제 자다가 깜짝 놀라서 깼어.,surprise
잠을 자고 있는데 갑자기 천둥이 쳐서 깜짝 놀라서 깼어.,surprise
엄청 큰 천둥 소리 때문에 잠에서 깨서 잠도 못 잤어. 너무 무서웠어.,surprise
아침에 일어나니까 놀란 마음이 조금은 진정 되었어.,surprise
놀란 거 말고는 다행히 아무런 피해가 없었어.,surprise
사람들이 너무 많이 몰려 있어서 왜 그런지 볼 수가 없었어.,neutral
30분 정도 구경하다가 앞이 잘 보이지 않아서 집에 왔어.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
내일 비가 엄청 많이 온대? 우산 사무실에 없어.,neutral
너가 내일 비 온다고 알려줬으니까 집에서 나갈 때 우산 챙겨 갈게.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
구경하는 사람들이 너무 많아서 무슨 일인지 정확히 알 수가 없었어.,neutral
내가 뒤쪽에 있어서 앞이 잘 보이지 않아서 무슨 일인지 잘 못 봤어.,neutral
아 짜증 나! 그 새끼 맨날 나만 보면 머라고 해. 자꾸 나한테만 뭐라고 해서 짜증 나!,angry
에휴. 그래 음악이나 들으면서 기분 좀 풀어야겠어. 나는 신나는 음악이 좋아.,angry
그래. 음악이나 들으면서 기분을 풀어야겠어. 나는 신나는 음악을 좋아해.,angry
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,angry
우리 사장님은 내가 그렇게 미운가 봐. 나만 그렇게 부려먹어.,angry
갈 때가 없어. 그냥 먹고 살아야 하니까 견뎌야지.,angry
다들 바빠서 내 얘기 들어 줄 시간이 없어.,angry
그래 알았어. 나도 지금 너무 힘들어. 누구한테든 얘기 하고 싶어.,angry
내일 친구를 만나는데 뭘 먹을지 모르겠어.,neutral
강남에서 만나는데 그곳에는 먹거리가 참 많아.,neutral
오늘은 양식이 땡기네. 원래 일식을 더 좋아하거든.,neutral
너무 좋지. 우리는 양이 많아야돼. 그래야 먹은 거 같거든.,neutral
그러면 너무 좋지. 우리는 이쪽 동네를 잘 몰라.,neutral
완전히 끝나서 속이 너무 시원해. 좀 쉬어야겠어.,happiness
신나는 음악 들으면서 맛있는 것도 해 먹어야겠어.,happiness
너무 좋지. 그동안 못만나서 너무 보고싶었거든.,happiness
여행은 생각 좀 해 봐야 겠어. 갈 만한 친구가 없어.,happiness
나 너무 우울해.,sadness
코로나 때문에 집에서 일을 하는데 일도 잘 안되고 너무 답답해.,sadness
그런 것 같아. 너무 지치고 우울해.,sadness
그래 신나는 음악 듣고 기분 전환을 해야 되겠어.,sadness
영화 좋지. 이참에 영화나 실컷 봐야겠다.,sadness
아니 요즘 다들 왜 그러지? 이해가 안가네.,angry
유튜버들이 사람들을 속여 가면서 뒷광고를 하고 있어.,angry
정말 실망스러워. 어떻게 그럴 수가 있는 거지?,angry
사과도 진정성이 안 보여. 또 돌아서면 사람들을 속일 것 같아.,angry
믿을 수 있는 거겠지? 그래. 추천해 줘바.,angry
나 갇힌 것 같아.,fear
전화가 여러 통 와 있었어. 그런데도 피곤해서 잠이 깊게 들었나봐.,fear
물이 너무 많이 차 있어서 나갈 수가 없어. 무서워.,fear
다행히 집 안으로는 물이 안 들어왔어. 괜찮아.,fear
헐. 나 이벤트 당첨됐어.,happiness
인플루언서가 이벤트 하는 것을 발견하고 신청했는데 당첨이 됐어!,happiness
한 명 뽑는 거였는데 운이 내가 너무 좋았어.,happiness
너무 마음에 들어. 그 동안 내가 얼마나 갖고 싶었던 건데.,happiness
친구한테 자랑했더니 너무 좋아하드라고. 비싼 거라고.,happiness
내 휴가가 엉망이야.,angry
장마에 태풍이 겹쳐서 나갈 수가 없어.,angry
여름 바다에 가서 수영도 하고 물놀이도 하고.,angry
일 년 만에 휴간데 엉망이 돼버렸어.,angry
그래 맛있는거 해 먹으면서 영화나 봐야겠어.,angry
아니 아까 해피 산책시키다가 깜짝 놀랬어.,surprise
해피 목줄이 끊어져가지고 도망갔어.,surprise
다행히 큰 일은 없었어. 너무 당황스러웠어.,surprise
다들 한바탕 난리가 났어. 소리 지르고 도망가고 정말 무서웠어.,surprise
아직도 진정이 안 돼. 다음엔 진짜 조심해야겠어.,surprise
나 축하해 줘. 기분 좋은 일이 있어.,happiness
마라톤 대회에서 기존의 기록을 갱신했어.,happiness
선수는 아니고 운동을 좋아해서 열심히 했을 뿐이야.,happiness
기분이 너무 좋지. 뛰는 동안에는 숨이 턱턱 막혀도.,happiness
그런 건 아니고 혼자서 많이 연습을 했어.,happiness
나 요즘 주식을 시작하는데.,sadness
아는 사람 소개로 시작을 했는데 자꾸 내려가.,sadness
"삼성 증권에 들었는데, 요즘 안 좋아.",sadness
너무 내려가서 손해를 많이 보고 있어. 속상해.,sadness
조금만 더 지켜보다가 정 안 되면 팔아야겠지.,sadness
나 어제 자다가 깜짝 놀랬어.,surprise
겨우 잠들었는데 천둥번개 소리가 너무 요란스러워서 깼어.,surprise
너무 무서워서 잠도 안 오더라고. 그래서 잠도 설쳤어!,surprise
무슨 비가 그렇게 많이 오는지 지금은 괜찮아.,surprise
다행히 다른 큰 피해는 없는 것 같아.,surprise
화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
그런 것 같아. 화장실이 너무 습해.,angry
비 좀 그만 왔으면 좋겠어. 너무 습해.,angry
그래야 할 것 같아. 곰팡이 냄새가 너무 싫어.,angry
구매할게. 효과 좋은 걸로 추천해줘.,angry
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
쓰레기 버릴 때 섞여 들어갔었나봐.,disgust
그래야겠어. 너무 냄새 나고 벌레도 있는 것 같아.,disgust
그래야지. 냄새가 안 빠질 것 같아. 오래 가겠어.,disgust
어쩌겠어. 그래도 깨끗이 치워야지.,disgust
드디어 구매한 노트북이 도착했어! 뜯어봐야지!,happiness
300만 원이 넘어. 이번엔 좀 투자를 했지.,happiness
문제는 없어보여. 새 노트북이라 그런지 너무 좋아.,happiness
들고 다니면서 자랑할거야. 그리고 음악도 듣고 영화도 볼거야.,happiness
그래 알겠어 보험은 생각해 봐서.,happiness
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
누군가 싸우는지 시끄럽고 난리도 아니야. 사람도 많고.,neutral
"그래, 알았어. 다음에는 경찰이라고 할게. 구경은 별로 안 했어.",neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
날씨가 좋아서 나갔다 왔지. 우산은 있으니까 내일 비가 와도 걱정 안 해.,neutral
우산이 있는데 왜 비를 맞겠어. 건강은 괜찮아.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
서로 몸싸움을 크게 하는 것 같아. 사람들이 너무 많아.,neutral
싸우는 것 같아. 그것도 아주 크게!,neutral
퇴근한지 얼마나 됐다고 회사에서 또 연락이 오네?,angry
정말 왜 그런지 모르겠어. 왜 나한테만 일을 시키는 건지.,angry
정말 다른 데로 옮기고 싶어. 그렇지만 지금은 갈 데가 없어.,angry
다들 바쁘고 내가 정든 사람은 회사를 그만뒀어.,angry
그래. 알았어. 나도 얘기하고 싶어.,angry
맞아. 완전히 끝났어. 한 달 간 얼마나 힘들었는데.,happiness
신나는 음악 들으면서 스트레스 풀고 싶다.,happiness
친구들도 만나서 수다 떨고 싶다!,happiness
"맞아 여행 계획도 세우고 싶다,",happiness
나 너무 우울해.,sadness
코로나 때문에 회사도 재택 근무로 바뀌었어.,sadness
활동을 못 하니 몸이 쳐지고 힘들고 우울증 오게 생겼어!,sadness
스트레스를 확 날려버릴 음악으로 부탁해.,sadness
영화는 화끈한 액션으로 부탁해. 정말 고마워.,sadness
아니 요즘 다들 왜 그러는지 모르겠어!,angry
유명한 유튜버들이 죄다 돈 받고 뒷 광고를 해줬대.,angry
그걸로 피해 본 사람들이 한둘이 아니야.,angry
사과도 억지로 떠밀려서 하더라고. 그러니 진정성이 있겠어?,angry
스트레스를 확 풀어줄 영상으로 부탁해.,angry
나 아무래도 혼자 갇힌 것 같아.,fear
자고 일어났더니 동네가 다 물로 잠겨 있어. 사람들은 다 대피했고.,fear
밤 중에 그렇게 비가 많이 올 줄 누가 알았겠어. 나 자느라고 대피도 못했어.,fear
맞아. 우리 집 빼고는 다 물에 잠겨 있지.,fear
우리 집안까지는 물이 들어오지 않았어. 그래서 나도 아직은 괜찮아.,fear
나 이벤트에 당첨되었대.,happiness
헐! 나 이벤트에 당첨 되었어.,happiness
아주 유명한 인플루언서가 이벤트를 하더라고.,happiness
당첨자는 딱 한 명 뽑는 거였어.,happiness
내가 너무나 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어!,happiness
당첨자는 한 명 뽑는 거였는데 내가 당첨된 거야.,happiness
선물은 완전 마음에 들지. 아주 비싼 향수야.,happiness
아직 안 했어 선물 오면 같이 하려고.,happiness
당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무 마음에 들어.,happiness
주변 사람들한테 당첨되었다고 자랑했더니 다들 부러워 해!,happiness
내 휴가가 엉망진창이 되었어.,angry
휴가 첫날부터 하루종일 비가 오고있어.,angry
화장실은 아무리 청소를 해도 곰팡이가 없어지지 않아!,angry
바다 갈려고 했지. 동해바다.,angry
그래서 매일매일 청소를 하고 있는데 곰팡이가 안 없어져.,angry
회사가 바빠서 1년 만에 휴가를 낸 거야.,angry
장마철이라서 습기가 많아지니까 곰팡이가 엄청 생겨. 자꾸 신경이 쓰여.,angry
난 영화 보는 걸로 선택할게. 영화 좀 추천해줘.,angry
곰팡이 제거제가 효과가 있대?,angry
곰팡이 제거제가 효과가 있다고 하니까 나 사용해볼래. 좋은 제품 좀 추천해줘.,angry
내일 친구를 만나기로 했는데 어떤 걸 먹어야될지 고민이야.,neutral
우리나라에서 제일 사람이 많이다니는 강남역이야.,neutral
난 둘 다 좋아서 고를 수가 없어.,neutral
좋은 생각이야. 에피타이저 푸짐하게 주는 곳으로 갈게.,neutral
내 휴가가 엉망이야.,angry
일이 많고 바빠서 일 년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어.,angry
휴가 기간 내내 비 소식이 있으니까 너의 말대로 휴가를 집에서 보낼 수 있는 방법을 생각해 봐야겠어.,angry
아니 아까 해피 산책시키다가 정말 깜짝 놀랐어.,surprise
멀쩡하던 해피 목줄이 갑자기 끊어져버렸잖아.,surprise
다행히 지나가던 아저씨가 잡아주셨어!,surprise
그러니까. 그 아저씨 아니었으면 큰일 날 뻔 했어. 사람들이 깜짝 놀랐겠지.,surprise
다행히 지금은 많이 진정됐어 다음부터는 조심해야 되겠어.,surprise
나 요즘 주식 때문에 너무 화가 나.,sadness
내가 들고 있는 종목은 바이오 주식이야. 요즘 가장 핫하거든?,sadness
나 축하해줘! 정말 기분 좋은 일이 있었어!,happiness
이번에 마라톤 대회 출전했었잖아? 그런데 그 대회에서 내 기록이 많이 좋아졌더라고.,happiness
내가 선수처럼 기록이 좋은 건 아니고.내 기록만 조금 좋아진거야.,happiness
희한하게 결승선을 통과하는 순간 힘든 게 싹 사라지더라고.,happiness
당연히 모여서 같이 운동하고 대회 출전하는 사람들 있어.,happiness
으 쓰레기통에서 역겨운 냄새가 나기 시작했어!,disgust
내가 쓰레기통을 제때 안 버렸어.,disgust
알았어. 화 내지 마. 지금 당장 묶어서 버릴게.,disgust
냄새가 방향제랑 섞여서 이상하지 않을까?,disgust
내가 잘못해서 그런거잖아. 다음부턴 제때제떄 버려야 되겠어.,disgust
나 어제 자다가 정말 깜짝 놀랐어.,surprise
자고 있는데 갑자기 폭탄이 터지는 소리가 나는 거야.,surprise
실제로 듣긴 했는데 잠결이라서 천둥 소리를 잘못 들은 거였어.,surprise
놀란 건 많이 진정이 되었지. 하지만 트라우마로 조금 남아있어.,surprise
다행히 천둥만 몇 번 치다가 말더라고.,surprise
나는 일식이 훨씬 좋을 것 같은데?,neutral
와. 진짜로 고마워. 거기 가봐야겠다.,neutral
아무리 청소를 해도 곰팡이가 안 없어져.,angry
그런 것 같긴 한데. 걱정이야.,angry
나 고생이 너무 많아!,angry
그거 좋은 생각이다. 한 번 써보자.,angry
그래 알겠어. 고마워!,angry
드디어 프로젝트를 끝냈어.,happiness
이제 다 끝났어.,happiness
거 너무 좋지. 음악 들어볼까?,happiness
참 좋은 생각인 것 같아.,happiness
어 정말 고맙다.,happiness
코로나 때문에 너무 우울해.,sadness
코로나 때문에 우울해.,sadness
몸이 계속 쳐지는 것 같아.,sadness
진짜 너무 화났다.,sadness
내일 친구를 만나기로 했는데 뭘 먹어야 할지 모르겠어.,neutral
강남역에서 만나기로 했는데 아직도 뭘 먹을지 못 정했어.,neutral
오랜만에 친구랑 양식을 먹고 싶어.,neutral
나 아까 해피 산책 시키다가 깜짝 놀랐어.,surprise
평점과 리뷰가 좋다고 하니까 되게 맛있을 거 같애. 친구랑 꼭 가볼게.,neutral
너가 추천을 해주니까 정말 맛있는 곳 같아. 친구랑 꼭 가볼게.,neutral
지금은 많이 진정 되었어. 고마워.,surprise
나 드디어 프로젝트가 끝났어.,happiness
최종 발표를 마쳤으니까 이제 완전히 끝난 거야.,happiness
홀가분한 마음으로 신나는 음악을 듣는 것도 괜찮을 것 같아.,happiness
오랜만에 만나지 못했던 친구를 만나는 것도 좋을 거 같아.,happiness
비싼 건 못 샀어 알바비를 모아서 샀거든.,happiness
알았어. 바로 사용 설명서 보고 꼼꼼히 살펴볼게.,happiness
단톡방에 지인이 권유해서.,sadness
할 거 너무 많아 영화랑 음악도 다운 받아야 되고 프로젝트도 해야 돼.,happiness
하면 당연히 가입해야지.,happiness
코로나 때문에 재택 근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness
밖에 나갈 일이 별로 없다 보니까 몸이 계속 처지고 기력이 없어.,sadness
아니 왜 상사 놈은 집에도 안 가고 내 옆에 붙어서 지랄이대?,angry
마음이 우울할 때는 음악을 듣는 게 좋은 것 같아.,sadness
아니야. 그 놈은 욕먹고 싶어서 내 옆에 붙어있는 거야. 나만 얼마나 당하는지 몰라.,angry
나는 신나는 음악이랑 재미있는 영화가 좋으니까 그것도 부탁해.,sadness
실제로 그런 소리를 들어서 잠이 안 왔어.,surprise
우리 동네 짭새가 몰려와서 정말 깜짝 놀랐어.,neutral
"아니, 요즘 다 왜 이러는거야? 이해가 안 돼.",angry
바리케이트를 치는 바람에 근처에도 못 갔어.,neutral
내가 좋아하는 유튜버가 뒷광고를 했다고 사과한 영상을 올렸어.,angry
너무나 믿었던 유튜버인데 뒷광고를 했다고 하니까 배신감이 느껴져.,angry
나 오늘 짭새가 몰려왔길래 구경 갔다왔어.,neutral
"사과 영상을 봤는데, 자기 변명만 하고 있어서 보니까 더 화가 나.",angry
짭새 구경 갔다가 우산도 잃어버리고 왔어. 다 짭새 때문이야.,neutral
너무나 화가 난 내 마음을 진정시켜 줄 영상이 있어?,angry
요즘에 환절기라서 비염이 좀 심해졌어.,neutral
나 오늘 짭새가 몰려 왔길래 구경 갔다 왔어.,neutral
그치. 나도 궁금해서 구경 갔었는데 근처에도 못 오게 하더라고.,neutral
그렇게 심각한 분위기는 또 아니였어.,neutral
아니 아까 해피를 산책시키다가 깜짝 놀랐어!,surprise
갑자기 해피의 목줄이 끊어져서 해피가 막 달려 나갔어.,surprise
내가 막 달려가서 해피를 안고 왔기 때문에 다행히 아무 일도 안 없었어.,surprise
해피가 막 달려가자 사람들이 엄청 놀랐어.,surprise
집에서 좀 쉬고 나니까 마음이 진정 되었어.,surprise
노트북을 구매했어.,happiness
나 축하해줘. 기분 좋은 일이 생겼어.,happiness
일이 너무 많고 바빠서 일 년만에 받은 휴가인데 망했어!,angry
비 소식이 있으니까 너의 말대로 하는게 좋을 것 같아.,angry
그래. 요즘 잘 나가는 방탄소년단의 노래를 들어야겠어.,sadness
나 축하해줘. 기분 좋은 일이 생겼어.,happiness
내가 10km 마라톤 대회에 출전했는데 예전의 내 기록을 훨씬 갱신했어.,happiness
달리는 운동을 너무나 좋아해서 매번 열리는 마라톤 대회에 출전하고 있어.,happiness
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과한 순간 기분이 엄청 좋았어!,happiness
아니. 요즘은 다들 왜 그러지? 이해가 안 가네?,angry
함께 달리는 크루가 있어서 지치고 힘들 때 나한테 큰 힘이 되어 줘.,happiness
나 요즘 주식을 시작했는데.,sadness
단톡방에서 아는 지인이 주식을 추천해줘서 시작하게 되었어.,sadness
주식을 추천해 준 지인이 전자 쪽이 괜찮다고 해서 전자 종목을 샀어.,sadness
주식이 계속 떨어지고 오르지 않아서 너무나 속상해.,sadness
조금 더 지켜보다보면 내 주식도 오를 날이 오겠지?,sadness
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
내가 버린 음식물 쓰레기가 상해서 냄새가 나고 있었어.,disgust
냄새가 너무 심해서 버리려고 밖에다 내놨어.,disgust
냄새는 방향제로 처리하는게 가장 좋겠지?,disgust
에휴. 내가 벌려놓은 일이니까 내가 얼른 치워야지.,disgust
친구한테 자랑했더니 너무 부러워하더라고.그거 비싼 거라고.,happiness
나 갇힌 것 같아.,fear
집 안에 갇혀있어. 이게 뭔 일이지? 밖에 물이 많이 차 있고.,fear
전화가 무지하게 와있었더라고. 그것도 모르고 잠이 들었어.,fear
나 드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happiness
나가지도 못 하고 너무 답답해 이게 뭔 상황이지도 황당해.,fear
"노트북을 백오십만 원짜리 구입했는데, 오늘 도착해서 기분이 너무 좋아.",happiness
너의 말대로 노트북에 문제가 없는지 여기저기 꼼꼼히 살펴볼게.,happiness
노트북을 가지고 동영상을 보면서 어학 공부를 할거야.,happiness
노트북을 오래 사용할 수 있도록 보험을 가입해 봐야겠어.,happiness
태풍에 장마가 겹쳐서 엉망이 돼버렸어. 나가지도 못하고.,angry
여름 바다에서 신나게 즐길려고 했지.,angry
나도 그럴까 해. 집에서 영화나 봐야지.,angry
나 어제 자다가 깜짝 놀라서 깼어.,surprise
잠을 자고 있는데 갑자기 천둥이 쳐서 깜짝 놀라서 깼어.,surprise
엄청 큰 천둥 소리 때문에 깜짝 놀랐어! 그리고 너무 무서워서 잠도 못 잤어!,surprise
"어제는 엄청 놀랐는데, 지금은 좀 나아졌어.",surprise
놀란 거 말고는 다른 피해가 없어서 정말 다행이었어!,surprise
나 오늘 짭새새끼들이 몰려있길래 궁금해서 구경다녀왔어.,neutral
구경하는 사람들이 너무 많아서 알수가 없었어.,neutral
아니 아까 해피 산책 시키다가 엄청 놀랬어!,surprise
갑자기 해피 목줄이 끊어져 가지고 해피가 도망갔어.,surprise
구경하는 사람들이 너무 많아서 앞이 보이지 않아서 30분 정도 구경하다 왔어.,neutral
다행히 큰 일은 없었는데 너무 놀래서.,surprise
나 오늘 짭새 새끼들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
내일 비가 온대? 비가 얼마나 오길래 그래? 사무실에 우산은 없지.,neutral
내일 집에서 나올 때 우산을 가지고 나오면 비 안 맞을 거야. 걱정하지 마. 건강은 괜찮아.,neutral
아직도 진정이 안돼. 너무 무서웠어.,surprise
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
무슨 일이 있는지 알 수가 없었어.,neutral
구경하는 사람들이 너무 많아서 앞을 볼 수가 없어서 무슨 일인지 정말 알 수가 없었어.,neutral
선수는 아니고 내가 운동을 좋아해서 열심히 달렸어.,happiness
너무 좋았지. 달리는 동안은 너무 힘들었어.,happiness
그런 건 아니고 그냥 혼자서 열심히 연습했어.,happiness
아 짜증나! 그 새끼는 일 끝났으면 빨리 집에나 갈 것이지 남아가지고 자꾸 나한테 뭐라고 해!,angry
너는 안 당해봐서 몰라. 맨날 나한테만 뭐라 그러고 다른 직원들한테는 친절하게 대해. 그래서 너무 화가 나.,angry
에휴. 그래. 음악이나 들으면서 기분 풀어야겠다. 나는 신나는 음악을 좋아해.,angry
아는 지인이 소개 시켜줘서 시작했는데.,sadness
삼성 증권에 들었는데 경기가 안 좋은지 자꾸 내려가.,sadness
너무 많이 내려가서 손해를 보고 있어. 너무 속상해.,sadness
조금만 기다려 보다가 결국엔 팔아야지.,sadness
나 갇히게 된 것 같아서 무서워!,fear
나 어제 자다가 깜짝 놀랬어.,surprise
아무래도 집 안에 갇히게 된 거 같아.,fear
내가 잠을 자는 동안에 갑자기 비가 많이 와서 우리 동네가 고립되면서 갇히게 됐어.,fear
집 주변까지 물이 차올라서 바깥으로 나갈 수가 없어!,fear
집 안에 까지는 물이 들어오지 않아서 괜찮아.,fear
놀란 건 괜찮은데 밤새 너무 힘들었어.,surprise
다행히 피해는 없었어. 너무 시끄럽고 요란스러워서 문제였지.,surprise
화잘실은 청소를 해도 곰팡이가 없어지질 않아!,angry
그런 것 같아 집도 너무 오래됐어.,angry
그러니까. 비는 왜 그렇게 많이 오는 거야. 속상하게.,angry
좋은 생각이야 한 번은 써 봐야 할 것 같아.,angry
그래. 구매할게. 좋은 거 있으면 추천해 줘.,angry
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
음식을 시켜 먹다 보니 음식물이 들어간 것 같아.,disgust
비싸게 샀어. 내가 투자를 좀 했거든.,happiness
제품에는 문제가 없는 것 같아. 상품이 너무 좋아.,happiness
그래. 알았어. 구경은 별로 못했어. 사람들 너무 많아서.,neutral
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
내 휴가가 정말 엉망진창이 되고 있어!,angry
원래 휴가는 동해바다고 갈려고 했었어.,angry
나 집에 갇힌 것 같아.,fear
나 해피 산책시키다 정말 깜짝 놀랐어.,surprise
다행히 달려가는 해피를 옆에 아저씨가 잡아주셨어.,surprise
처음엔 해피도 놀래서 뛰쳐 나갔지만 지금은 다행히 얌전히 있어.,surprise
나 축하해줘. 기분 좋은 일이 있었어.,happiness
이번 마라톤 대회에서 내 기록이 엄청 좋게 나왔어.,happiness
맞아. 결승선을 통과하는 순간 모든 힘든 게 싹 사라져버리드라고.,happiness
당연히 같이 운동하고 대회에 나가는 사람들이 있지.,happiness
친구가 좋은 주식 정보 있다고 같이 하자고 하더라고.,sadness
내 주식은 정말 좋은거야. 바이오에 관련된 산업주식이야.,sadness
처음 살 때보다 많이 빠졌어.,sadness
피 지금 팔지 못해. 아무래도 장기전으로 가야 될 것 같아.,sadness
나 어제 자다가 정말 깜짝 놀랐어.,surprise
실제로 들은 소리는 천둥 소리인데 내가 잠결에 폭탄 터지는 소리로 들었어.,surprise
놀란건 많이 진정이 됐는데 또 잠드는게 무섭기는 해.,surprise
쓰레기통에서 역겨운 냄새가 나기 시작했어.,disgust
내가 쓰레기통을 빨리 안 비워서 그래.,disgust
알았어. 화 내지마. 지금 버릴려고 묶어놨어.,disgust
방향제로 처리하면 냄새가 더 이상해지지 않을까?,disgust
다음부터는 제때제때 비워야 되겠어. 너무 힘들어!,disgust
너무 좋지.,happiness
화장실은 청소를 해도 곰팡이가 사라지질 않아!,angry
맞아 장마철이라 화장실 청소만 하는 기분이야.,angry
괜찮아질까?,angry
그렇다면 한번 구매해보고 싶어. 좋은 제품 골라줘봐.,angry
드디어 구매한 노트북이 오늘 도착했어.,happiness
비싼 건 못 샀어. 하지만 내가 알바비를 모아서 산 거라 너무 소중해.,happiness
"노트북으로 할 게 너무 많지. 영화도 다운 받고, 음악도 다운 받고. 프로젝트도 해야돼",happiness
요즘 다들 왜 그러는 거지? 이해가 안 가네.,angry
응. 그런 거 있으면 바로바로 드는 타입이야.,happiness
너무 많이 실망스러워.,angry
아예 놀러가는 거였어.,angry
나 해피 산책시키다가 깜짝 놀랬어.,surprise
그런 놈들은 욕 먹어도 싸다고. 욕 먹으려고 그러는 거야.,angry
이런 기분에 내가 음악 듣고 싶을까? 아무거나 추천해줘.,angry
뛰는 사람은 없고 혼자 해.,happiness
나 오늘 우리 동네에 짭새들이 몰려오는 거 보고 깜짝 놀랐잖아.,neutral
그래서 내가 궁금해서 쫓아 가봤잖아!,neutral
싫어. 짭새라고 할 거야! 그리고 짭새들이 바리케이트를 치는 바람에 구경도 못하고 왔어.,neutral
너무 고맙다. 진짜로.,sadness
