text,target
따뜻한 물을 마시고 속 좀 달래야겠어.,disgust
지금 당장 가서 관리하시는 분께 화장실에 토를 치워달라고 부탁드려야 겠어.,disgust
룸메이트가 방에 쓰레기를 막 버리고 방을 어지럽혀! 어지러워진 방을 청소를 하지 않아!,angry
맨날 나만혼자 청소해서 너무 화가났어. 그래서 한달전에 룸메이트한테 방청소좀 하라고 말을했어. 그랬더니 며칠동안은 방청소를 하더라구. 그런데 요새들어서 다시 방바닥에 음식물쓰레기를 버리고 어지럽힌 뒤에 방청소를 안해.,angry
고등학교 때 알던 동창인데 이렇게 더럽게 방을 사용할 진 몰랐어.,angry
방 청소 문제로 매번 싸우게 되니까 너무 스트레스를 받아. 따로 사는 게 방법인 거 같아.,angry
"어제 저녁에 친구랑 식당에서 밥을 먹는데, 갑자기 지진 일어났어. 난 다치진 않았어.",fear
갑자기 일어난 지진 때문에 엄청 놀라고 무서웠어. 그래서 아직까지도 마음이 진정이 안 돼.,fear
"식당에서 밥을 먹던 사람들이 지진 때문에 여기저기 쓰러져 있었고, 내 친구는 많이 다치진 않았지만 발목을 다쳤어.",fear
"다친 데가 없어서 아직은 안 아픈데, 혹시 아프면 병원에 꼭 갈게.",neutral
야근하고 지금 막 집에와서 쉬려는데 회사에서 나한테 새로운 업무를 맡기겠다고 또 전화왔어.,angry
매일 야근해서 너무 힘든데 계속 나한테 업무를 많이 주니까 너무 스트레스 받아서 회사 다니기 싫어.,angry
힘들 때마다 너한테 이야기할게. 너한테 이야기하고 나니까 스트레스가 좀 풀린다.,sadness
그저께 갑자기 해피가 정신을 잃었어. 그래서 동물 병원 응급실로 데려가서 치료하는 도중에 잠깐 정신을 차리고 나아지는가 싶더니 결국 세상을 떠났어.,sadness
15년동안 함께한 해피가 세상을 갑자기 떠나서 가족들은 너무 허전해 하고 슬퍼해.,sadness
해피의 장례는 잘 치뤘어. 장례식을 치르고 집에 돌아왔는데 해피가 안보여서 너무 슬프고 허전했어.,sadness
집에 돌아오면 나를 반겨주던 해피가 안 보여서 너무 허전하고 슬프지만 해피가 좋은 곳으로 갔을 거라 생각하고 기운 내야지.,sadness
술 드시고 계단을 오르다가 넘어지셔서 허리를 다치셨어. 그래서 지금 병원에 입원하고 계셔.,angry
생명에는 지장 없으신데 허리를 다치셔서 병원에서 당분간 치료받으셔야 해.,sadness
"술을 너무 좋아하셔서 일주일에 다섯번은 기본으로 드시고, 어떤 주에는 하루도 거르지 않고 매일 드셔!",angry
"아빠가 술을 드시면 매번 여기저기 다쳐 오셔. 가족들이 걱정 돼서 술 좀 줄이라고 말씀 드렸어. 하지만 아빠는 우리 말을 듣지 않고, 계속 술을 많이 드셔.",angry
"감기가 걸려서 너무 힘들었지만, 밤을 새서 기획안을 완성했어. 상사한테 제출했더니, 기획안이 잘못 됐다고 다 다시 해오래.",sadness
할 일이 너무 많아서 밖에 나가서 쉴 시간이 없어.,sadness
내일까지 잘못된 기획안을 완성하려면 오늘도 야근해야돼.,sadness
나는 열심히 한다고 했는데 기획안이 다 잘못됐다고 하니까 모든게 나의 잘못같아.,sadness
너무 실망하고 지쳐서 길거리를 돌아다니고 있어.,sadness
다른 회사 갈 준비를 해야하는데 자꾸 떨어지니까 자신이 없고 어떻게 해야할지 모르겠어.,sadness
"너무 죄송하고, 실망시키는 거 같아서 말씀 못 드렸어.",sadness
면접에 떨어지니까 내 자신이 한심스러워서 밥맛도 없어.,sadness
대학교 때 소개팅으로 만난 친구야.,sadness
"룸메가 너무 방을 더럽게 써. 음식물도 막 버리고, 치우지도 않고.",angry
남자 친구가 권태기가 온 것 같다고 잠시 시간을 갖재. 난 너무 힘들다.,sadness
아니야. 우리는 3년동안 한 번도 싸운 적이 없었어. 아무래도 다른 사람이 생긴 것 같아.,sadness
이제 두 달 정도 되었어.,sadness
고등학교 동창이야. 나는 이렇게까지 더러운줄 정말 몰랐어.,angry
갑자기 따로 살자고 말하기는 좀 그렇고. 그래도 같이 살 수 있는 방법이 없을까?,sadness
혼자서 지금 한 시간 넘게 기다리고 있어.,angry
지금 밖이야. 면접 결과 듣고 혼자 걷고 있어.,sadness
내가 너무 가고 싶었던 회사여서 마지막 대안으로 면접 본 건데 떨어져서 너무 속상해. 다른 회사 준비하려니 또 막막하다.,sadness
"그저께 갑자기 의식을 잃어서 동물 병원 응급실에 데려갔는데, 갔다 와서는 밥도 잘 먹고 조금 호전되는가 싶더니 결국 세상을 떠났어.",sadness
부모님이 많이 슬퍼하고 계셔.,sadness
진행했고 집에 있으면 해피가 생각나서 집에 못들어가겠어.,sadness
좋은 곳으로 갔겠지? 너무 보고 싶다.,sadness
술 마시고 집 계단 오르시다가 넘어지셔서 허리를 다치셨대. 지금 병원에서 치료중이야.,sadness
생명에는 지장이 없으시대.,sadness
속상하기 보다는 이제 화가 나. 술을 일주일에 5일은 드시나 봐.,angry
엄청 얘기 많이 했지. 하지만 고쳐지지가 않아. 이제는 우리 모두 포기한 상태야.,angry
도대체 왜 나에게만 이렇게 많이 업무를 주는지 이해를 할 수가 없어. 계속 다니기 싫어.,angry
늘 생각은 하지. 하지만 이직이 생각보다 쉽지 않잖아.,sadness
이야기 할 사람 없어. 그래서 너한테 전화 했잖아.,sadness
어제 식당에서 친구랑 밥을 먹는데 심한 지진이 일어난거야! 다행히 나는 다치지 않았어.,fear
어제는 진짜 너무 무서웠는데 지금은 조금 진정됐어.,fear
그거 보자마자 바로 다른 층으로 갔지. 아. 정말 많이 놀랬어.,surprise
30분 넘게 기다렸는데 아직도 안오고 있어.,angry
걔는 맨날 그래. 지겨워 죽겠어. 한두번도 아니고.,angry
얘기 해봤지. 근데 그 때만 미안하다 그러고 고쳐지지 않아.,angry
아니. 밥맛도 없어.,sadness
다른 사람이 있는 거 같아.,sadness
화도 냈지. 그런데 그때 뿐이야.,angry
응. 학교 친구야.,angry
조금만 참아보려고.,angry
술 한잔 하고 갈라고.,sadness
또 열심히 찾아봐야지.,sadness
아직. 얘기를 못 하겠어.,sadness
천천히 먹어야지.,sadness
눈치 보여서 못 나가겠어.,sadness
일이 바빠서 빨리 갈 수가 없어.,sadness
나이가 많아서 시름시름 앓다가.,sadness
아니. 너무 힘들어하셔.,sadness
나도 그러길 기도할게.,sadness
약속이 있어서 친구를 기다리는데 친구가 안와.,angry
한 시간이 지났어.,angry
오고 있다고 하네.,angry
일주일 내내 드시는 것 같아.,angry
다니기 싫어도 어쩔 수 없어.,sadness
회사 언니들이 있어.,sadness
지금도 무서워!,fear
으 그대로 있어.,disgust
다른 층을 가봐야 되겠어.,disgust
물 좀 마셔야 되겠어. 너무 답답하다.,disgust
그래. 꼭 얘기해야 되겠어.,disgust
혼자 기다리고 있지. 벌써 한시간째 기다리고 있는 거 같아.,angry
"연락 했는데, 연락도 안 돼. 약속도 내가 먼저 잡은 게 아니고 그 친구가 먼저 잡은 거거든. 그래서 더 황당하고, 황당해 지금.",angry
가끔씩 10분 20분 이렇게 늦긴 했었는데 이렇게 한시간동안 늦은 적은 없었어. 그래도 약속은 잘 안지키는 편이야.,angry
기분 상할까봐 제대로 얘기 나눠본 적은 없는데 오늘은 제대로 얘기를 해야겠다.,angry
"으, 누가 화장실에서 토하고 안 치웠어.",disgust
안 그래도 마셨어. 속이 울렁거려서 어쩔 수가 없더라고.,disgust
"다치진 않았는데, 무서워서 진짜 잠도 안 오더라. 지진이 진짜 심하게 일어났었거든.",fear
지금은 좀 괜찮아진 것 같아. 그런데 계속 이렇게 지진이 일어나면 어떡하지? 무서워서 못 살겠어!,fear
원래 부모님들끼리 알던 사이였어.,sadness
처음부터 싸우진 않았지. 하지만 바빠지면서 서로 못 만나게 됐던 거야.,sadness
일주일에 세번씩 하는 청소를 안하는 거야.,angry
진짜 심각하게 고민을 해봐야될 것 같아. 이렇게는 못 살겠어.,angry
청소 할 때마다 화를 냈지. 고치겠다고 하고는 또 똑같애졌어.,angry
나도 그렇게 하고 싶다. 정말.,angry
회사 면접에서 또 떨어졌어.,sadness
너무 답답해서 잠깐 걷고 있어.,sadness
마지막으로 준비했던 회사라 더 이상 준비할 곳이 없어.,sadness
지금 기다리고 계실거야. 가서 말씀드릴게.,sadness
눈치 보여서 그냥 자리에 앉아있어.,sadness
오늘까지 끝내노라고 해서 야근해야 될 거 같애.,sadness
내가 못나서 그런건데 누굴 원망하겠어.,sadness
갑자기는 아니고 나이가 많이 들어서 노환으로 떠난거야.,sadness
"친구랑 만나기로 해서 약속 장소에 나왔는데, 친구가 아직 안 왔어.",angry
한시간 넘게 기다렸는데 아직 안왔어.,angry
친구한테 전화를 했는데 전화를 안 받아.,angry
약속 시간을 지키라고 이야기하고 싶은데 참고 넘어갔더니 계속 약속 시간을 지키지 않는 거 같아.,angry
누가 화장실에 토해놓고 치우지도 않고 도망갔어.,disgust
다른 층은 너무 불편해. 사용하는 사람도 많고.,sadness
따뜻한 물좀 마시고 가서 내가 좀 치워볼까 해.,disgust
룸메이트가 방 청소는 안하고 방을 자꾸 어지럽혀.,angry
어제도 관리하시는 분이 치우셨거든.,angry
어제는 진짜 무서웠어!,fear
한 달 전에 화를 내면서 방 청소 좀 하라고 말을 했어. 그랬더니 며칠 동안은 방 청소를 했어. 요새 들어서 다시 방 청소를 안 하고 방에다 음식물 쓰레기를 버리고 방을 어지럽혀.,angry
약속 있어 나갔다가 지진이 난 거야!,fear
"고등학교 때 알던 동창인데, 이렇게 방을 더럽게 사용할 줄 몰랐어.",angry
다행히 지금은 괜찮아졌어.,fear
방청소 문제로 자꾸 싸우게 되니까 내가 너무 스트레스를 받아. 아무래도 따로 사는게 최선의 방법 같아.,angry
친구가 다쳐서 응급실 갔다 왔어.,sadness
나도 조금 있다가 병원 좀 갔다 올게.,sadness
자꾸 바쁘다고 나한테만 연락해!,angry
힘들게 들어간 회사라 좀 참아볼려고 했더니 자꾸 그만두게 하네.,angry
다들 바빠서 나는 신경도 안 쓰고 있어.,sadness
헤어지기 전에 남자친구가 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 새로운 여자친구가 생긴 거 같아.,sadness
너한테라도 털어놓으니까 마음은 조금 시원하긴 해.,sadness
친한 친구 소개로 만나게 돼서 3년 동안 사귀었어.,sadness
벌써 한 시간째 기다리고 있어.,angry
평소에 싸운 적이 한 번도 없었고 마음이 너무 잘 맞아서 남자친구가 헤어지자고 했을때 너무 이해가 안됐어.,sadness
연락을 해봤는데 전화 받질 않아.,angry
약속 있을 때마다 늦기는 했어.,angry
헤어진지 두달정도 됐는데 너무 힘들고 마음이 아파.,sadness
늦을 때마다 이야기는 해봤지. 고치겠다고만 하고 아직도 그대로야.,angry
권태기가 온 거 같애.,sadness
"그건 아닌데, 갑자기 그렇게 된 거 같아.",sadness
술 드시고 오시다가 넘어지셨대. 응급실에 갔다오셨어.,sadness
응. 다행히 괜찮아. 이마만 몇 바늘 꿰매고 오셨어.,sadness
룸메와 너무 자주 싸우는 거 같애.,angry
얘기했었어.,angry
퇴근한지 얼마나 됐다고 회사에서 새로운 업무를 맡긴다고 또 전화왔어.,angry
"지금 하는 일도 많아서 매일 야근하는데, 나한테 또 새로운 업무를 주니까 너무 힘들어.",angry
다른 사람한텐 안 그러는데 나한테만 계속 업무를 더 많이 주는 거 같아서 너무 스트레스 받아. 그래서 나도 직장을 옮기고 싶어.,angry
회사 안에 내 마음을 털어놓고 이야기할 사람이 없어서 더 마음이 답답하고 힘들어.,sadness
힘들때마다 너한테 이야기할게. 니가 있어서 조금 힘이 난다.,neutral
그럴수밖에 없어.,sadness
아직 아무 것도 못 먹었어.,sadness
그저께 갑자기 의식을 잃고 쓰러졌어. 그래서 동물 병원 응급실로 데려가서 치료를 받았어. 치료를 받으면서 좀 나아지는가 싶더니 결국 세상을 떠났어.,sadness
15년 간 키웠던 해피가 갑자기 세상을 떠나서 너무 허전해하시고 너무 슬퍼하셔.,sadness
그래야할 거 같아. 너무 힘들어.,sadness
해피의 장례식은 잘 치렀어. 장례식을 치르고 집에 왔는데 해피의 빈자리가 너무 크더라구. 해피 생각이 나서 엄청 울었어.,sadness
아직 잘 모르겠어.,sadness
항상 내가 집에들어가면 반겨주던 해피가 집에 없으니까 정말 허전해. 우리 해피 좋은곳으로 가서 잘 살았으면 좋겠어.,sadness
화장실에 볼일을 보러 갔다가 토를 보고 깜짝 놀라서 볼일도 못 보고 나왔어!,disgust
토를 보고 속이 너무 안좋았는데 따뜻한 물로 속 좀 달래야겠어.,disgust
지금 당장 가서 관리하시는 분한테 화장실에 토를 치워달라고 부탁 드려야겠어.,disgust
면접에서 떨어진게 너무 속상해서 길거리를 돌아다니고 있어.,sadness
다른 회사 준비해야하는데 내가 잘 할 수 있을까 걱정이야.,sadness
너무 죄송해서 면접에 떨어진거 말씀 못드렸어.,sadness
면접에 계속 떨어지니까 너무 속상하고 부모님께 죄송해서 입맛이 없어.,sadness
감기가 걸려서 몸이 너무 안좋았는데 그저께까지 밤을 새워서 기획안을 완성했어. 상사한테 제출했더니 잘못됐다고 지적하면서 처음부터 다 다시 해오래.,sadness
나도 잠깐 쉬고 싶은데 일이 너무 많아서 쉴 시간이 없어.,sadness
잘못된 기획안을 다시 완성하려면 오늘도 밤 늦게까지 일해야 해.,sadness
모든 것이 나의 잘못 같아서 너무 속상해.,sadness
어제 저녁에 친구랑 식당에서 밥을 먹는데 갑자기 지진일어났어. 너무 놀라고 무서웠어. 다치진 않았지.,fear
지진 때문에 놀란게 아직도 진정이 되지 않아.,fear
"식당에서 밥을 먹던 사람들은 지진 때문에 여기저기 넘어져있었고, 내 친구는 많이 다치진 않았지만 발목을 다쳤어.",sadness
나는 다친데가 없어서 아프지 않지만 아픈데가 생기면 병원에 갈게.,neutral
"술을 너무 많이 드시고, 계단을 오르다가 넘어지셔서 허리를 다치셨대. 그래서 병원에 입원 중이셔.",sadness
생명에 지장은 없으신데 허리를 치료해야해서 병원에 몇 달 간 계셔야 돼.,sadness
"술을 너무 좋아하셔서 일주일에 다섯 번은 기본이시고, 어떤 주는 매일매일 술을 드셔.",angry
술을 너무 많이 드시고 매번 다쳐오시니까 가족들이 걱정 돼서 아빠한테 술 좀 그만 드시라고 말씀드렸어. 그런데 아빠는 우리 말을 하나도 안듣고 술을 엄청 드셔. 그래서 가족들이 포기한 상태야.,angry
그저께 갑자기 쓰러졌어.,sadness
부모님도 모두 슬퍼하시고 계시지.,sadness
응. 장례는 잘 했어.,sadness
마음이 허전하다.,sadness
한 시간이 넘었는데 아직도 안왔어.,angry
연락도 되질 않아.,angry
응. 예전부터 그랬어.,angry
해도 지켜지질 않아.,angry
우리 아빠가 어제 다쳤어.,sadness
계단에서 넘어지셨어.,sadness
응. 지금 입원중이야.,sadness
몰라. 짜증 나.,angry
그것도 생각중이긴 해.,angry
"아니, 아무도 없어.",sadness
친구는 발목을 다쳤어.,sadness
더러워서 짜증나.,disgust
지금도 속이 안 좋아.,disgust
말씀 드렸어.,neutral
몰르겠어. 그냥 싸우다가 헤어진 거야.,sadness
학교에서 만났던 사이고 마음은 정말 많이 아퍼.,sadness
"마음이 안 맞는 일은 없었는데, 최근 들어서 많이 싸웠어.",sadness
어제 헤어져서 지금 오늘 이틀째야.,sadness
친구가 청소를 너무 안하고 집을 너무 어지럽혀.,angry
"나만 맨날 청소하고, 화를 내도, 바뀌질 않아.",angry
습관이 너무 안 맞아서 너무 힘들어. 룸메이트랑은 원래 알던 사이였어.,angry
지금이라도 따로 살았으면 좋겠는데 아직 벌써 방법이 없어.,angry
나 지금 한시간정도 기다린 것 같아. 기다리다 지쳤어.,angry
응. 아직 얘기는 안해봤어. 오늘 오면 한마디 할려고.,angry
"응. 지금도 그대로 있을거야, 아마. 너도 2층 화장실 써.",disgust
시간을 갖자고 해가지고. 근데 알고보니 새로운 사람 생겼나봐.,sadness
원래 알던 사이었는데 사귀게 됐지.,sadness
한 두달 전에 된 거 같은데 마음이 정리가 안 돼.,sadness
응. 한 시간은 넘은 거 같애.,angry
연락 했는데 안 받아.,angry
어 매번 늦어.,angry
매번 얘기하고 있지. 근데 고치질 않아.,angry
어제 술 먹다가 계단에서 넘어져가지고 허리를 다쳤어.,sadness
응. 괜찮아. 지금 입원하고 있어.,sadness
얘기 했는데 고치지를 않아가지고.,angry
어. 지금 기분이 안 좋아.,disgust
어. 기분 전환 해야겠어.,sadness
어. 치워달라고 해야겠다.,disgust
이 면접이 이번 공채 마지막이어가지고 다른 회사 안남았어.,sadness
"아니, 아직 말 못했어.",sadness
안 먹었는데 입맛도 없어서 안 먹어도 될 거 같애.,sadness
룸메가 청소 안해가지고.,angry
얘기해봤는데 안 고쳐져.,angry
갑자기 권태기가 왔다며 헤어지자고 했어. 그런데 나중에 알고보니 새로운 사람이 생긴거였어.,sadness
친구처럼 만나서 즐겁게 놀다 보니까 어느새 연인 사이가 되어 있었어.,sadness
원래 잘 맞지않는 일이 있어도 서로 이해해주고 그랬는데 아무래도 무언가 큰 문제가 있었나봐.,sadness
벌써 두달이나 됐네. 나는 근데 얼마 안 된 일 같애.,sadness
내 방 룸메이트 때문에 자주 싸우게 돼.,angry
당연히 방을 청소하지 않기 때문이지!,angry
화를 내면 뭐하니. 자기는 이게 편하대.,angry
연락이 줄어서 그냥 나한테 마음이 좀 식었나 했는데 아무래도 다른 여자가 있는 거 같아.,sadness
고등학교 때부터 친하게 지내던 사이야.,neutral
어 회사 선배 소개로 만났어.,sadness
아니. 전혀 없었어. 우리 한 번도 싸운 적이 없어서 항상 잘 맞는다고 얘기 했었거든.,sadness
이제 한달정도 됐어.,sadness
벌써 다섯번이나 면접을 봐서 이제 더이상 도전할 수 있는 곳이 없어.,sadness
"아직 말씀 못드렸는데, 이미 알고 계실 것 같아.",sadness
그래. 조금이라도 쉬고 올게. 너의 생각이 좋은 것 같다.,neutral
"부장님이 눈치만 안 주면 일찍 퇴근하고 싶은데, 내 마음대로 안 될 거 같아.",sadness
"아, 나 룸메이트랑 또 싸웠어.",angry
그래. 회사 다닌지 얼마 안됐으니까 아직은 열심히 하면 될 거야.,happiness
"아, 청소 때문에. 걔가 청소를 안하거든.",angry
엄청 뭐라고 했지. 근데 뭐 그 때 뿐이고 지금은 또 안 치워.,angry
어. 오래 됐어. 고등학교 동창이야.,angry
아! 청소 안 하는 거 말고는 뭐 딱히 문제는 없는데.,angry
아니. 엄청 충격이야. 지금 다들 서로 대화가 없어졌어.,sadness
아니. 아직 그럴 정신이 없었어.,sadness
그냥 걷고 있어. 집에 있기 너무 답답해서.,sadness
그래. 한동안 슬프겠지만 잘 보내줘야지. 고마워.,sadness
이번 시즌은 그게 마지막 면접이었어.,sadness
화장실에 누가 토해놓고 도망갔다.,disgust
어. 아니. 어떻게 말씀 드려야 될지 모르겠어. 자꾸 떨어지는 얘기만 하니까.,sadness
당연하지. 살면서 이렇게 더러운 거 오랜만에 본다. 너도 다른 층 써.,disgust
아니 밥맛도 없어.,sadness
아니야. 지금은 뭐 먹을 기분이 아니야. 신경써줘서 고마워.,sadness
"어우, 나는 왜 이렇게 잘하는게 없냐.",sadness
와. 정말 어제 저녁에 무서웠어.,fear
지진이 왔어. 저녁먹다가 말고. 안 다쳐서 정말 다행이야.,fear
친구 한 명이 발목을 좀 다쳤는데 아마 지금 병원에 있을거야.,sadness
"그래. 사람들 지금 뭐 부상 몇명이다 이렇게 나오는데, 나도 아프면 근처 병원에 가볼게.",neutral
"아니야. 나 진짜 잘하는게 없나봐. 과장님이 나한테 얘기 하는데 와, 틀린 말이 진짜 하나도 없어.",sadness
"아니, 퇴근한지 얼마나 됐다고 회사에서 또 연락 왔어!",angry
나도 몰라! 엑셀이 뭐가 어렵다고 자꾸 나한테만 시켜. 일부러 그러는 건가?,angry
내가 지금 사정이 있어서 이직도 마음대로 못한단 말이야. 이게 뭐하는 건지 모르겠어!,angry
다들 말로는 도와준다고 하고 내가 물어보면 잘 모른다고 대답해.,angry
그래. 너는 그래도 항상 내 편이니까. 말하기가 편하다. 그럴게.,happiness
"약속 있어서 친구 기다리는데, 이 자식 또 안왔어!",angry
벌써 약속 시간은 지난 지 30분이나 됐어. 못 오면 못 온다고 연락을 해야되는 거 아닌가?,angry
정말 대박인 건 전화기가 꺼져있다는 사실이야. 나는 어디서 기다려야 할까?,angry
그저께 밤에 애가 갑자기 의식이 없어서 응급실 데려갔었거든. 어제는 밥도 먹고 좀 괜찮아지나 싶었는데 결국 못일어났어.,sadness
오늘은 특히 말도 안 되는 상황인 거 같애. 이렇게까지 심한 적은 없었어.,angry
"아니, 다들 기운이 없지. 15년을 같이 살았는데.",sadness
"한 달 전에 진지하게 이야기했는데, 분명히 고치겠다고 했어. 근데 오늘 왜 이럴까.",angry
집에를 못 들어가겠어. 해피 뛰어놀던거 자꾸 생각나.,sadness
우리 아빠가 어제 또 다치셨어. 어떡하냐?,sadness
술 먹고 계단에서 허리를 다치셨어. 지금은 병원에 계셔.,sadness
아 짜증나. 친구 안 와.,angry
그럼. 허리 조금 다쳤다고 생명엔 지장이 없지만 거동이 불편하시지. 잘못하면 보호대도 하셔야 된대.,sadness
"아. 지금 한 시간도 넘었어. 아, 장난하나 진짜.",angry
보통 저녁식사 하실 때 자주 드셔. 이게 습관인데 고칠 수 있을지 모르겠어.,sadness
아 연락을 안 받아. 아씨 그냥 가버릴까?,angry
어. 원래 잘 늦어.,angry
아니. 보통은 그냥 웃으면서 넘어갔지. 근데 이게 자꾸 그러니까 나도 점점 화가 나네.,angry
"아, 우리 아빠 진짜 어떡하면 좋아. 우리 아빠 또 다치셨어!",angry
술 때문에 취해서 들어오시다가 집 앞 계단에서 넘어지셨어. 허리 삐끗해서 지금 병원에 입원 중이야.,disgust
어. 그 정돈 아니고. 근데 며칠 입원하셔야 될 거 같애.,sadness
엄청 많이 드시지. 거의 매일 드시고 들어오셔.,disgust
걱정되니까 얘기했었지. 하도 다치고 들어오시니까. 아 근데 말을 안 들어. 이제 다 포기 상태야.,sadness
"아! 나 퇴근한 지 5분 됐는데, 또 전화 왔어 회사에서. 나도 좀 쉬자, 좀!",angry
"일 년 채우고 그만둘려고 하는데 아, 나 일년 채울 수 있을까 모르겠다.",angry
아 그런 사람이 어딨겠어. 다들 맨날 나 일시키기 바쁜데.,angry
내가 그래도 너한테라도 얘기하니까 속이 시원하다.,disgust
어제 식당에서 친구랑 밥먹는데 갑자기 지진난거야.,fear
"으, 그래야겠다. 물 좀 마셔야겠어.",disgust
어. 나가면서 얘기 하려고.,disgust
응. 갑자기 아팠어.,sadness
장례는 하지 않을 생각이야.,sadness
너무 허전해. 해피가 보고 싶어.,sadness
"권태기라고 생각했는데, 다른 사람 있었나봐.",sadness
"한 번도 싸운 적 없었는데, 너무 슬퍼.",sadness
두 달이나 지났는데 아직도 힘들어.,sadness
나는 괜찮은데 식당 안에 사람들이 넘어졌어.,fear
"어, 난 괜찮다니까?",neutral
친구가 발목을 좀 다쳤어. 깜짝 놀랐어.,surprise
응. 아프면 바로 가봐야되겠어.,neutral
응. 그대로 있어. 누가 빨리 치워야 할텐데.,disgust
아침 밥 못 먹을 거 같아. 으.,disgust
응. 따뜻한 물 마시면 좀 나아질 것 같아.,disgust
지금 내려가서 말씀드리고 올게.,disgust
당장이라도 그만두고 싶어.,angry
옮길까 고민중이야.,angry
털어놓을 사람도 없어. 답답해.,angry
알았어. 얘기할게.,angry
너무 속상해서 혼자 걷고 있어.,sadness
"또 준비해야 하는데, 너무 지친다.",sadness
아직 모르셔. 어떻게 얘기해야될지 모르겠어.,sadness
아무것도 먹고 싶지 않아.,sadness
처음에는 그냥 친구 사이였어. 근데 만나다보니까 어느새 서로 좋아하고 있었지.,sadness
어차피 3달 뒤면 계약만료야. 그때까지만 참아볼려고. 정말 잘 참았다.,angry
너무 자주 떨어지니까 이제 부모님한테 말씀드리기가 어려워. 집에가서 말씀드려 봐야지. 실망하시겠지?,sadness
"지금 다들 나 때문에 고생하고 있는데, 어떻게 밖에 나가서 쉬겠어.",sadness
지금 칼퇴가 문제가 아니라 야근할 거 같은데?,sadness
그래. 내가 열심히 해서 만회해 볼거야. 화이팅 하자!,happiness
"분명히 몇 시간 전까지 잘 뛰어 놀았는데, 이렇게 된 거라서 다들 너무 놀랐어. 나도 마찬가지고.",sadness
약속있어서 친구 기다리는데 친구가 오질 않아.,angry
한 20분 됐나. 약속 시간이 한참 지났어. 왜 안 오지?,sadness
"계속 카톡 해보면 다 와 간다는데, 왜 계속 안 올까? 거짓말 하는 거 같애.",sadness
엄청 자주 그래서 일부러 약속 시간을 일찍 말해. 근데도 지금 늦은거야. 이를 어쩌면 좋니?,sadness
"한 달 전에도 얘기했고, 그 전에도 얘기했는데 이 친구 습관인 거 같애. 내가 어떻게 고쳐줄 수가 없어. 다른 약속도 많이 늦는대.",sadness
우리 아빠가 어제 술 먹고 또 다치셨어!,angry
취해서 계단에서 허리를 다치셨대. 지금 병원에 계셔. 아 정말 나이먹고 왜 그러는지 모르겠다.,angry
지금 제대로 걸어다니지도 못해. 이게 생명에 지장이 없어도 거동이 엄청 불편해졌는데?,sadness
술을 거의 매일 드셔. 이렇게 몸에 안좋은데 사고도 나고 나는 이제 포기했어.,sadness
"우리 엄마가 술 마시는 걸 엄청 싫어하셔. 그래서 평생을 술 좀 줄이라고 말하고 있는데, 다들 말씀을 안 들으셔서 포기한 상태야. 나도 마찬가지고.",sadness
어떻게 퇴근하자마자 또 회사에서 연락이 올까?,angry
"이런 회사가 또 없긴 한데, 그래도 업무량이 너무 많다. 근데 왜 나한테만 그러지?",angry
이직할려면 최소한 2년은 다녀야 돼. 아직 얼마 안됐잖아.,sadness
그래. 너가 대신 일을 해줄 수 없지만 위로 받을 수 있어서 다행이다.,sadness
우리 기숙사 화장실에 누가 토하고 도망갔어.,disgust
따뜻한 물이 좀 도움을 줄 거 같다. 나 따뜻한 물 먹으러 가야겠어.,neutral
그래. 나가는 길에 내가 말 하고 올게. 너도 도망가라. 그 화장실을 지나가지 마.,disgust
어제 저녁에 진짜 무서웠어. 너 몰랐니? 지진이 왔다는 사실을.,fear
다치진 않았지. 근데 진짜로 위험했어.,fear
사실 어떻게 행동해야 될지를 실천할 시간도 없었어. 내 친구는 피하다가 발목을 다쳤어.,sadness
방 청소를 안 해. 너무 더러워.,angry
"화 냈는데도, 습관을 못 고쳐.",angry
고등학교 동창이야. 이럴 줄 몰랐어.,angry
당장 그러고 싶어. 생각 좀 해봐야겠어.,angry
한 시간 넘게 기다렸어! 짜증 나.,angry
전화하고 문자보내는데 연락이 안 돼.,angry
"고친다고 하는데, 못 고쳐!",angry
술 먹고 또 넘어지셨어. 한 두번이 아니야.,angry
크게 다치진 않았는데 자꾸 이러니까 짜증나.,angry
중독인가봐! 매일 마셔.,angry
백 번을 얘기해도 소용 없어.,angry
"한 지 얼마나 됐다고, 회사에서 또 연락 왔어.",angry
당장 그만두고 싶어.,angry
털어놓을 사람 없어. 혼자 끙끙 앓고 있어.,sadness
힘들 때 또 얘기할게.,sadness
남자친구가 권태기라고 잠시 시간을 갖재. 결국엔 내가 차였어.,sadness
아니야. 우리는 3년 동안 한 번도 싸운 적이 없었어. 아마 다른 사람이 생긴 것 같아.,sadness
청소를 너무 안해. 방이 너무 지저분해서 스트레스야.,angry
한 달 전에 주의를 줬지. 근데 그 때뿐이야. 지금 다시 또 지저분하게 쓰는 습관이 나오고 있어.,angry
고등학교 동창이야. 근데 이렇게까지 지저분한지 몰랐어.,angry
"내가 이거 마지막 공채 시즌 희망이라 다른 거는 준비 하나도 안했거든. 하, 힘들다.",sadness
배고픈 줄도 모르겠어. 먹기도 싫고.,sadness
제출한 서류 다시 해오래. 밤새서 했는데.,sadness
감기 기운 있어서 그냥 쉬고 싶어.,sadness
서류 다시 만들어야 돼서 일찍 퇴근 못해.,sadness
